,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
66,0,0,0,0,0,0,0,0,0,0,6,15,9,14,37,48,26,31,19,9,0,0,0,0
67,0,0,0,0,0,0,0,0,12,9,21,20,13,14,13,23,26,20,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,3,3,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,7,55,3,6,34,23,0,0,0
72,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,2,4,4,2,8,4,8,5,4,1,7,8,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,2,14,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,23,8,10,9,12,0,0,0
78,0,0,0,0,0,0,0,0,0,5,3,7,4,3,5,4,6,5,3,1,2,0,0,0
79,0,0,0,0,0,0,0,0,2,1,0,2,1,1,1,0,8,1,2,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,8,7,1,12,8
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,8,9,17,13,22,12,20,17,11,5,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0
86,0,0,0,0,0,0,0,1,7,2,8,4,3,4,2,7,11,1,1,0,0,0,0,0
87,7,2,2,0,0,0,0,10,57,72,45,34,38,48,17,39,38,34,18,7,8,0,5,3
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
89,3,0,1,0,0,0,0,2,20,29,22,24,26,15,24,36,15,52,27,12,1,0,0,4
90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,9,0,0,0,0,0
92,0,2,0,0,0,0,0,0,21,1,2,3,5,17,31,15,31,20,15,9,5,4,4,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,8,1,3
94,0,0,0,0,0,0,0,0,11,7,12,5,6,10,3,5,9,17,9,23,1,1,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,2,4,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,12,5,20,14,45,26,7,15,41,41,52,16,12,3,0,0
98,0,0,0,0,0,0,0,0,0,0,15,11,20,27,29,33,32,64,23,30,8,1,0,0
99,0,0,0,0,0,0,0,0,3,15,20,63,67,58,69,60,53,38,26,0,0,0,0,0
100,9,46,44,0,0,0,0,0,0,0,21,1,6,8,4,0,13,77,120,12,15,13,42,28
101,0,0,0,0,0,0,0,0,4,0,1,2,1,0,1,1,1,4,2,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,15,6,7,33,32,28,14,15,30,20,0,0,0,0,0
103,0,0,0,0,0,0,0,3,20,29,28,17,28,10,28,20,19,67,27,9,0,3,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,10,9,4,20,6,3,6,1,1,8,2,32,25,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,1,1,1,6,4,3,1,3,4,0,0,0,0,0
110,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,21,0,0,0,0,0
113,0,0,0,0,0,0,0,39,37,36,21,30,86,27,57,28,21,20,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,0,0,0,0,0,0,0,4,20,14,7,13,6,5,16,9,2,12,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,3,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,17,19,0,7,0,0,0
121,0,0,0,0,0,0,0,0,0,2,3,10,5,18,40,24,9,35,39,25,3,0,0,0
122,52,24,7,26,10,0,0,0,24,2,9,13,10,75,59,50,82,64,44,58,52,52,33,39
123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
125,0,0,0,0,0,0,0,0,3,1,6,0,0,1,0,0,0,3,3,1,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,5,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,4,13,12,10,19
129,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,0,2,0,3,0,0,0,1
137,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,32,27,3,14,15,12,22,33,17,37,73,49,1,0,0
141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,6,7,12,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0
145,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,4,1,0,0,0
146,0,0,0,0,0,0,0,0,4,4,0,2,1,2,11,5,0,0,1,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,67,5,3,7,15,1,3,10,8,1,0,0,0
149,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,5,15,0,2,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0
152,0,0,0,0,0,0,0,0,4,0,3,15,1,0,0,1,8,10,32,3,7,3,4,0
153,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0
154,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,4,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,2,6,16,4,6,3,1,3,2,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,19,0
160,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,3,0,0,1,5,2,0,0,0
161,0,0,0,0,0,0,0,0,0,4,1,4,5,2,4,0,0,0,9,3,0,0,0,0
162,0,0,0,0,0,0,0,7,11,1,7,0,0,0,0,1,1,4,3,8,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,2,6
164,0,0,0,0,0,0,0,0,0,0,0,1,1,8,14,21,20,21,40,21,14,2,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0
166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,2,1
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,4,13,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
169,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,2,6,0,8,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
171,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,2,4
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
174,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,10
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,5
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,1
178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
186,0,0,0,0,0,0,0,1,17,15,17,8,22,14,30,20,34,35,15,17,10,1,1,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,1,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,17,0,0,0,11,0,0,0,0,0,0,1,40,29,33,23,28,49,75,28,30,21,9,20
196,0,0,0,0,0,0,0,0,0,0,2,1,0,4,4,1,4,2,4,2,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0
198,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,4,1,1,0,1,0,1,1
204,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,0,2,3,3,13
205,0,0,0,0,0,0,0,0,1,2,1,0,5,1,1,1,0,1,0,0,0,0,0,0
206,0,0,0,0,0,0,1,0,4,0,3,6,1,1,0,1,3,0,0,0,0,0,0,0
207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,42,8,38,19,17,21,12,27,9,10,6,0,0,0,0,0,0
212,0,0,0,0,0,0,0,7,0,0,0,2,3,1,4,1,2,0,1,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,3,6,8,7,3,3,5,3,1,2,1,0,0,0,0,0,0
215,0,0,0,0,0,0,0,2,13,15,0,0,0,0,5,15,11,2,12,0,0,0,0,0
216,0,0,0,0,0,0,0,2,0,2,8,1,8,3,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,52,3,28,75,44,51,20,49,28,15,2,1,0,0,0,0,0
222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,11,23,15,3,0,2,11,3,24,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,2,5,3,9,6,4,3,1,0,2,1,2,1,0,0,0,0
226,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,3,14,5,5,31,35,9,5,22,11,18,9,7,5,0,0,0
228,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,12,13,23,16,16,34,18,30,8,5,2,0,0,0,0,0,0
230,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,2,2,4,1,0,1,3,3,5,3,4,0,0,0,0,0
233,0,0,0,0,0,0,0,14,9,0,10,6,9,4,3,6,2,2,0,0,0,0,0,0
234,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,1,0,9,11,6,14,12,18,11,7,14,9,8,1,0,1,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,0,0,0,0,0,0,5,6,4,11,1,6,7,2,7,3,5,6,3,1,1,0,4
241,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,32,24,70,106,47,108,67,39,48,15,8,7,18,0,0,0,0
243,0,0,0,0,0,0,0,2,12,20,8,26,42,14,18,11,16,25,1,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,1,6,1,4,8,6,0,4,2,0,0,0,1,0,0,0
246,0,0,0,0,0,0,5,6,34,22,47,40,33,22,25,15,23,13,11,2,0,0,0,0
247,0,0,0,0,0,0,0,0,15,14,15,13,12,9,9,12,9,0,2,0,0,0,0,0
248,0,0,0,0,0,0,0,2,6,11,8,6,18,10,6,6,14,12,11,13,4,1,0,4
249,0,0,0,0,0,0,0,0,4,3,1,0,4,15,2,1,8,3,6,0,0,0,0,0
250,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,1,1,2,6,5,3,4,9,24,6,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,4,1,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,29,2,14,6,31,13,2,18,4,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,5,12,11,6,10,11,9,18,16,11,2,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,9,0,0,0,0,0
258,0,0,0,0,0,0,0,0,1,0,4,2,1,3,1,1,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,4,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,14,26,44,46,20,32,12,32,12,4,6,0,0,0,0,0,0
261,0,0,0,0,0,0,0,3,20,2,7,5,11,12,3,3,8,10,7,0,0,0,0,0
262,0,0,0,0,0,0,0,0,7,0,8,5,6,15,12,5,8,19,9,2,13,0,0,0
263,0,0,0,0,0,0,0,8,6,6,17,5,19,18,13,7,1,20,0,0,0,0,0,0
264,0,0,0,0,0,0,0,7,5,3,10,5,14,16,3,5,4,3,0,1,0,0,0,0
265,0,0,0,0,0,0,0,0,10,0,0,0,2,8,13,1,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,2,58,36,20,14,15,18,13,22,36,35,18,0,0,0,0,0
269,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,5,13,10,9,4,1,2,3,1,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,31,5,75,94,97,42,42,72,49,12,0,15,7,0,0,0
272,0,0,0,0,0,0,0,4,20,5,3,3,7,6,3,6,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,41,15,22,13,22,9,10,12,7,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,5,17,24,28,24,20,33,5,0,11,9,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,2,1,1,1,1,4,1,4,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,7,4,7,17,9,1,5,0,1,11,0,0,0,0,0,0,0
